Tempo,Canale A,Canale B
(ms),(mV),(mV)

0.00000000,-15.82493000,82.93860000
0.09998400,-43.50701000,55.28728000
0.19996800,-23.72970000,35.54072000
0.29995199,-31.64985000,71.08144000
0.39993599,11.85716000,-7.88939400
0.49991999,11.85716000,19.74655000
0.59990399,-79.12463000,82.93860000
0.69988798,0.00000000,-11.84178000
0.79987198,-67.25209000,7.88939400
0.89985598,27.68209000,-31.58834000
0.99983998,-7.90477300,82.93860000
1.09982397,11.85716000,82.93860000
1.19980797,-79.12463000,47.38250000
1.29979197,-11.85716000,51.33489000
1.39977597,-27.68209000,55.28728000
1.49975996,11.85716000,19.74655000
1.59974396,79.12463000,75.03383000
1.69972796,63.29971000,11.84178000
1.79971196,23.72970000,-130.33650000
1.89969596,23.72970000,-11.84178000
1.99967995,11.85716000,-19.74655000
2.09966395,43.50701000,-19.74655000
2.19964795,-43.50701000,55.28728000
2.29963195,-67.25209000,55.28728000
2.39961594,-63.29971000,-15.79417000
2.49959994,-23.72970000,3.93700800
2.59958394,0.00000000,3.93700800
2.69956794,-43.50701000,43.44550000
2.79955193,-90.99716000,15.79417000
2.89953593,27.68209000,-98.73277000
2.99951993,15.82493000,-130.33650000
3.09950393,15.82493000,-86.89099000
3.19948792,59.33194000,-15.79417000
3.29947192,39.55462000,-71.08144000
3.39945592,-7.90477300,-71.08144000
3.49943992,-67.25209000,-78.98621000
3.59942392,-11.85716000,-82.93860000
3.69940791,39.55462000,31.58834000
3.79939191,27.68209000,-31.58834000
3.89937591,7.90477300,-59.23966000
3.99935991,39.55462000,19.74655000
4.09934390,-15.82493000,-39.49311000
4.19932790,27.68209000,3.93700800
4.29931190,126.59940000,-71.08144000
4.39929590,79.12463000,-39.49311000
4.49927989,51.42716000,-98.73277000
4.59926389,-11.85716000,-39.49311000
4.69924789,-11.85716000,-86.89099000
4.79923189,-3.95238700,-67.12906000
4.89921588,31.64985000,-94.78038000
4.99919988,7.90477300,-55.28728000
5.09918388,31.64985000,-23.68356000
5.19916788,-3.95238700,-75.03383000
5.29915188,67.25209000,-55.28728000
5.39913587,67.25209000,-35.54072000
5.49911987,55.37955000,-47.38250000
5.59910387,3.95238700,23.68356000
5.69908787,35.60224000,-63.19205000
5.79907186,-11.85716000,-55.28728000
5.89905586,43.50701000,35.54072000
5.99903986,142.42430000,-86.89099000
6.09902386,51.42716000,-23.68356000
6.19900785,-27.68209000,7.88939400
6.29899185,-3.95238700,63.19205000
6.39897585,-114.72690000,67.12906000
6.49895985,-55.37955000,35.54072000
6.59894384,-71.20448000,-3.93700800
6.69892784,-31.64985000,-106.63750000
6.79891184,-71.20448000,-3.93700800
6.89889584,7.90477300,-63.19205000
6.99887984,87.02940000,11.84178000
7.09886383,-51.42716000,23.68356000
7.19884783,-35.60224000,-31.58834000
7.29883183,-7.90477300,55.28728000
7.39881583,-122.64700000,-51.33489000
7.49879982,-75.17224000,11.84178000
7.59878382,-31.64985000,15.79417000
7.69876782,-31.64985000,7.88939400
7.79875182,-27.68209000,35.54072000
7.89873581,-55.37955000,15.79417000
7.99871981,-75.17224000,11.84178000
8.09870381,-39.55462000,67.12906000
8.19868781,-59.33194000,102.68520000
8.29867180,-110.77450000,39.49311000
8.39865580,-102.85430000,15.79417000
8.49863980,-79.12463000,-31.58834000
8.59862380,-47.47478000,-15.79417000
8.69860779,-11.85716000,7.88939400
8.79859179,-110.77450000,15.79417000
8.89857579,-98.90194000,-39.49311000
8.99855979,-63.29971000,-39.49311000
9.09854379,-63.29971000,-3.93700800
9.19852778,-39.55462000,-27.63595000
9.29851178,-75.17224000,55.28728000
9.39849578,-90.99716000,63.19205000
9.49847978,-110.77450000,67.12906000
9.59846377,-27.68209000,0.00000000
9.69844777,7.90477300,3.93700800
9.79843177,83.07702000,47.38250000
9.89841577,35.60224000,-11.84178000
9.99839976,-39.55462000,78.98621000
10.09838376,35.60224000,-7.88939400
10.19836776,-11.85716000,-67.12906000
10.29835176,11.85716000,-3.93700800
10.39833575,19.77731000,7.88939400
10.49831975,-47.47478000,-55.28728000
10.59830375,-19.77731000,-3.93700800
10.69828775,-43.50701000,-130.33650000
10.79827175,-23.72970000,-94.78038000
10.89825574,-55.37955000,-78.98621000
10.99823974,27.68209000,-71.08144000
11.09822374,31.64985000,-27.63595000
11.19820774,19.77731000,-78.98621000
11.29819173,15.82493000,-86.89099000
11.39817573,67.25209000,-43.44550000
11.49815973,67.25209000,-86.89099000
11.59814373,90.99716000,-98.73277000
11.69812772,47.47478000,-63.19205000
11.79811172,43.50701000,-110.57460000
11.89809572,83.07702000,-122.43170000
11.99807972,47.47478000,-134.27350000
12.09806371,126.59940000,15.79417000
12.19804771,75.17224000,-15.79417000
12.29803171,55.37955000,0.00000000
12.39801571,47.47478000,-35.54072000
12.49799971,118.67920000,-27.63595000
12.59798370,170.12180000,3.93700800
12.69796770,79.12463000,-15.79417000
12.79795170,158.24930000,-35.54072000
12.89793570,90.99716000,-110.57460000
12.99791969,55.37955000,-43.44550000
13.09790369,106.82210000,-67.12906000
13.19788769,150.34450000,-15.79417000
13.29787169,39.55462000,-31.58834000
13.39785568,35.60224000,-55.28728000
13.49783968,87.02940000,-63.19205000
13.59782368,55.37955000,-11.84178000
13.69780768,63.29971000,35.54072000
13.79779167,79.12463000,-19.74655000
13.89777567,59.33194000,3.93700800
13.99775967,11.85716000,78.98621000
14.09774367,71.20448000,-3.93700800
14.19772767,-7.90477300,-19.74655000
14.29771166,-3.95238700,-75.03383000
14.39769566,23.72970000,19.74655000
14.49767966,35.60224000,-43.44550000
14.59766366,51.42716000,-98.73277000
14.69764765,138.47190000,-63.19205000
14.79763165,87.02940000,-43.44550000
14.89761565,83.07702000,23.68356000
14.99759965,71.20448000,-122.43170000
15.09758364,31.64985000,39.49311000
15.19756764,27.68209000,47.38250000
15.29755164,67.25209000,3.93700800
15.39753564,19.77731000,11.84178000
15.49751963,63.29971000,19.74655000
15.59750363,51.42716000,19.74655000
15.69748763,71.20448000,-118.47930000
15.79747163,83.07702000,-23.68356000
15.89745563,118.67920000,-138.22590000
15.99743962,51.42716000,-35.54072000
