Tempo,Canale A,Canale B
(ms),(mV),(mV)

0.00000000,-3.95238700,71.08144000
0.09998400,-59.33194000,15.79417000
0.19996800,-87.02940000,-11.84178000
0.29995199,-19.77731000,75.03383000
0.39993599,-35.60224000,63.19205000
0.49991999,-106.82210000,19.74655000
0.59990399,-35.60224000,-23.68356000
0.69988798,-83.07702000,-63.19205000
0.79987198,-3.95238700,-15.79417000
0.89985598,-47.47478000,-23.68356000
0.99983998,-55.37955000,23.68356000
1.09982397,-19.77731000,27.63595000
1.19980797,-19.77731000,-31.58834000
1.29979197,19.77731000,-3.93700800
1.39977597,-7.90477300,-31.58834000
1.49975996,-35.60224000,27.63595000
1.59974396,-63.29971000,-51.33489000
1.69972796,90.99716000,-106.63750000
1.79971196,79.12463000,-122.43170000
1.89969596,55.37955000,-102.68520000
1.99967995,31.64985000,-122.43170000
2.09966395,51.42716000,-94.78038000
2.19964795,63.29971000,-47.38250000
2.29963195,75.17224000,-82.93860000
2.39961594,63.29971000,-126.38410000
2.49959994,51.42716000,-51.33489000
2.59958394,19.77731000,-23.68356000
2.69956794,114.72690000,-11.84178000
2.79955193,11.85716000,-134.27350000
2.89953593,98.90194000,-39.49311000
2.99951993,47.47478000,3.93700800
3.09950393,55.37955000,-55.28728000
3.19948792,63.29971000,-75.03383000
3.29947192,142.42430000,-67.12906000
3.39945592,98.90194000,-102.68520000
3.49943992,55.37955000,-90.82800000
3.59942392,-19.77731000,47.38250000
3.69940791,7.90477300,39.49311000
3.79939191,51.42716000,47.38250000
3.89937591,67.25209000,19.74655000
3.99935991,31.64985000,82.93860000
4.09934390,35.60224000,154.02010000
4.19932790,7.90477300,110.57460000
4.29931190,7.90477300,23.68356000
4.39929590,3.95238700,3.93700800
4.49927989,19.77731000,55.28728000
4.59926389,23.72970000,63.19205000
4.69924789,3.95238700,82.93860000
4.79923189,-75.17224000,146.13070000
4.89921588,-59.33194000,118.47930000
4.99919988,-75.17224000,126.38410000
5.09918388,0.00000000,75.03383000
5.19916788,-3.95238700,82.93860000
5.29915188,-55.37955000,51.33489000
5.39913587,-27.68209000,55.28728000
5.49911987,-79.12463000,138.22590000
5.59910387,-98.90194000,114.52690000
5.69908787,-79.12463000,94.78038000
5.79907186,-122.64700000,78.98621000
5.89905586,-142.42430000,55.28728000
5.99903986,-35.60224000,-7.88939400
6.09902386,-75.17224000,0.00000000
6.19900785,-75.17224000,-35.54072000
6.29899185,-94.94955000,-19.74655000
6.39897585,-59.33194000,-86.89099000
6.49895985,-63.29971000,31.58834000
6.59894384,-87.02940000,35.54072000
6.69892784,-106.82210000,-55.28728000
6.79891184,-90.99716000,-130.33650000
6.89889584,-83.07702000,-78.98621000
6.99887984,-23.72970000,-157.97240000
7.09886383,7.90477300,-142.17830000
7.19884783,-79.12463000,-150.08300000
7.29883183,-51.42716000,-185.62370000
7.39881583,11.85716000,-130.33650000
7.49879982,71.20448000,-114.52690000
7.59878382,75.17224000,-146.13070000
7.69876782,51.42716000,-142.17830000
7.79875182,7.90477300,-94.78038000
7.89873581,43.50701000,-102.68520000
7.99871981,55.37955000,-114.52690000
8.09870381,90.99716000,-39.49311000
8.19868781,59.33194000,-67.12906000
8.29867180,59.33194000,-63.19205000
8.39865580,47.47478000,-75.03383000
8.49863980,94.94955000,-75.03383000
8.59862380,126.59940000,-98.73277000
8.69860779,178.02660000,-63.19205000
8.79859179,138.47190000,-19.74655000
8.89857579,134.51950000,-7.88939400
8.99855979,94.94955000,3.93700800
9.09854379,138.47190000,86.89099000
9.19852778,87.02940000,35.54072000
9.29851178,63.29971000,3.93700800
9.39849578,55.37955000,82.93860000
9.49847978,55.37955000,27.63595000
9.59846377,126.59940000,51.33489000
9.69844777,35.60224000,94.78038000
9.79843177,-67.25209000,71.08144000
9.89841577,-7.90477300,55.28728000
9.99839976,-35.60224000,102.68520000
10.09838376,79.12463000,102.68520000
10.19836776,75.17224000,106.63750000
10.29835176,31.64985000,71.08144000
10.39833575,-59.33194000,75.03383000
10.49831975,47.47478000,106.63750000
10.59830375,15.82493000,98.73277000
10.69828775,-51.42716000,169.82960000
10.79827175,-114.72690000,130.33650000
10.89825574,-75.17224000,118.47930000
10.99823974,-55.37955000,161.92480000
11.09822374,-154.29690000,142.17830000
11.19820774,-118.67920000,55.28728000
11.29819173,-118.67920000,90.82800000
11.39817573,-43.50701000,67.12906000
11.49815973,-181.99430000,35.54072000
11.59814373,-71.20448000,3.93700800
11.69812772,-67.25209000,-39.49311000
11.79811172,-146.37670000,55.28728000
11.89809572,-43.50701000,-82.93860000
11.99807972,-150.34450000,15.79417000
12.09806371,-110.77450000,-27.63595000
12.19804771,-146.37670000,-63.19205000
12.29803171,-31.64985000,-19.74655000
12.39801571,7.90477300,-11.84178000
12.49799971,7.90477300,-3.93700800
12.59798370,-23.72970000,3.93700800
12.69796770,63.29971000,-47.38250000
12.79795170,39.55462000,-67.12906000
12.89793570,-47.47478000,15.79417000
12.99791969,23.72970000,51.33489000
13.09790369,3.95238700,-110.57460000
13.19788769,27.68209000,-98.73277000
13.29787169,39.55462000,-39.49311000
13.39785568,63.29971000,3.93700800
13.49783968,87.02940000,-78.98621000
13.59782368,94.94955000,-55.28728000
13.69780768,-11.85716000,-3.93700800
13.79779167,47.47478000,-35.54072000
13.89777567,98.90194000,-23.68356000
13.99775967,59.33194000,-47.38250000
14.09774367,35.60224000,-98.73277000
14.19772767,47.47478000,-106.63750000
14.29771166,15.82493000,-67.12906000
14.39769566,83.07702000,-51.33489000
14.49767966,90.99716000,-63.19205000
14.59766366,7.90477300,11.84178000
14.69764765,-7.90477300,-55.28728000
14.79763165,71.20448000,-31.58834000
14.89761565,31.64985000,63.19205000
14.99759965,3.95238700,31.58834000
15.09758364,15.82493000,35.54072000
15.19756764,39.55462000,-7.88939400
15.29755164,-11.85716000,23.68356000
15.39753564,27.68209000,-27.63595000
15.49751963,11.85716000,-7.88939400
15.59750363,23.72970000,3.93700800
15.69748763,-51.42716000,23.68356000
15.79747163,-31.64985000,-35.54072000
15.89745563,-51.42716000,51.33489000
15.99743962,3.95238700,-19.74655000
16.09742362,-59.33194000,-7.88939400
