Tempo,Canale A,Canale B
(ms),(mV),(mV)

0.00000000,106.82210000,-75.03383000
0.09998400,51.42716000,23.68356000
0.19996800,3.95238700,-15.79417000
0.29995199,55.37955000,-51.33489000
0.39993599,27.68209000,-130.33650000
0.49991999,23.72970000,-114.52690000
0.59990399,27.68209000,-102.68520000
0.69988798,98.90194000,-71.08144000
0.79987198,102.85430000,-106.63750000
0.89985598,118.67920000,-122.43170000
0.99983998,39.55462000,-94.78038000
1.09982397,142.42430000,-98.73277000
1.19980797,90.99716000,7.88939400
1.29979197,51.42716000,0.00000000
1.39977597,67.25209000,-31.58834000
1.49975996,142.42430000,-31.58834000
1.59974396,106.82210000,-19.74655000
1.69972796,126.59940000,-51.33489000
1.79971196,174.07420000,-43.44550000
1.89969596,55.37955000,63.19205000
1.99967995,75.17224000,15.79417000
2.09966395,-31.64985000,67.12906000
2.19964795,23.72970000,35.54072000
2.29963195,27.68209000,35.54072000
2.39961594,43.50701000,39.49311000
2.49959994,47.47478000,-23.68356000
2.59958394,19.77731000,51.33489000
2.69956794,11.85716000,47.38250000
2.79955193,63.29971000,19.74655000
2.89953593,59.33194000,142.17830000
2.99951993,11.85716000,110.57460000
3.09950393,11.85716000,71.08144000
3.19948792,-75.17224000,78.98621000
3.29947192,-43.50701000,130.33650000
3.39945592,-67.25209000,90.82800000
3.49943992,-122.64700000,169.82960000
3.59942392,-23.72970000,67.12906000
3.69940791,-19.77731000,-39.49311000
3.79939191,-11.85716000,39.49311000
3.89937591,-55.37955000,55.28728000
3.99935991,-7.90477300,3.93700800
4.09934390,-35.60224000,-7.88939400
4.19932790,-102.85430000,31.58834000
4.29931190,-170.12180000,-15.79417000
4.39929590,-146.37670000,55.28728000
4.49927989,-87.02940000,78.98621000
4.59926389,-27.68209000,-35.54072000
4.69924789,-23.72970000,-3.93700800
4.79923189,-39.55462000,39.49311000
4.89921588,-35.60224000,-3.93700800
4.99919988,7.90477300,23.68356000
5.09918388,-15.82493000,35.54072000
5.19916788,11.85716000,-7.88939400
5.29915188,11.85716000,-110.57460000
5.39913587,-39.55462000,-51.33489000
5.49911987,-35.60224000,-78.98621000
5.59910387,63.29971000,-75.03383000
5.69908787,27.68209000,23.68356000
5.79907186,35.60224000,15.79417000
5.89905586,63.29971000,-55.28728000
5.99903986,94.94955000,-86.89099000
6.09902386,79.12463000,-35.54072000
6.19900785,126.59940000,-39.49311000
6.29899185,15.82493000,7.88939400
6.39897585,15.82493000,-11.84178000
6.49895985,0.00000000,31.58834000
6.59894384,-19.77731000,-71.08144000
6.69892784,83.07702000,-82.93860000
6.79891184,35.60224000,-15.79417000
6.89889584,27.68209000,23.68356000
6.99887984,55.37955000,-31.58834000
7.09886383,71.20448000,90.82800000
7.19884783,87.02940000,-43.44550000
7.29883183,43.50701000,-39.49311000
7.39881583,23.72970000,23.68356000
7.49879982,98.90194000,-82.93860000
7.59878382,106.82210000,-82.93860000
7.69876782,-3.95238700,31.58834000
7.79875182,83.07702000,19.74655000
7.89873581,11.85716000,-43.44550000
7.99871981,71.20448000,-15.79417000
8.09870381,-59.33194000,-51.33489000
8.19868781,-23.72970000,-23.68356000
8.29867180,-3.95238700,-19.74655000
8.39865580,15.82493000,-19.74655000
8.49863980,39.55462000,19.74655000
8.59862380,11.85716000,90.82800000
8.69860779,27.68209000,67.12906000
8.79859179,19.77731000,7.88939400
8.89857579,-15.82493000,11.84178000
8.99855979,3.95238700,102.68520000
9.09854379,39.55462000,23.68356000
9.19852778,-51.42716000,19.74655000
9.29851178,3.95238700,15.79417000
9.39849578,-71.20448000,39.49311000
9.49847978,-11.85716000,19.74655000
9.59846377,-27.68209000,-7.88939400
9.69844777,-55.37955000,0.00000000
9.79843177,-87.02940000,-23.68356000
9.89841577,-59.33194000,-7.88939400
9.99839976,31.64985000,86.89099000
10.09838376,-27.68209000,11.84178000
10.19836776,27.68209000,7.88939400
10.29835176,7.90477300,39.49311000
10.39833575,-35.60224000,35.54072000
10.49831975,-43.50701000,35.54072000
10.59830375,-47.47478000,-7.88939400
10.69828775,-39.55462000,31.58834000
10.79827175,-87.02940000,35.54072000
10.89825574,-55.37955000,27.63595000
10.99823974,-106.82210000,94.78038000
11.09822374,-39.55462000,-47.38250000
11.19820774,-27.68209000,-23.68356000
11.29819173,-98.90194000,-31.58834000
11.39817573,-15.82493000,-35.54072000
11.49815973,-43.50701000,-55.28728000
11.59814373,-43.50701000,47.38250000
11.69812772,-11.85716000,86.89099000
11.79811172,7.90477300,-7.88939400
11.89809572,3.95238700,-51.33489000
11.99807972,-31.64985000,-31.58834000
12.09806371,-51.42716000,-11.84178000
12.19804771,-31.64985000,-27.63595000
12.29803171,3.95238700,-47.38250000
12.39801571,-39.55462000,-55.28728000
12.49799971,-23.72970000,-15.79417000
12.59798370,-11.85716000,19.74655000
12.69796770,-7.90477300,3.93700800
12.79795170,-27.68209000,19.74655000
12.89793570,43.50701000,-7.88939400
12.99791969,-7.90477300,-98.73277000
13.09790369,3.95238700,-102.68520000
13.19788769,31.64985000,11.84178000
13.29787169,43.50701000,47.38250000
13.39785568,11.85716000,7.88939400
13.49783968,19.77731000,-27.63595000
13.59782368,7.90477300,-19.74655000
13.69780768,15.82493000,0.00000000
13.79779167,47.47478000,51.33489000
13.89777567,71.20448000,-82.93860000
13.99775967,90.99716000,3.93700800
14.09774367,43.50701000,51.33489000
14.19772767,-47.47478000,-23.68356000
14.29771166,19.77731000,39.49311000
14.39769566,31.64985000,71.08144000
14.49767966,-19.77731000,-39.49311000
14.59766366,39.55462000,27.63595000
14.69764765,-47.47478000,-59.23966000
14.79763165,15.82493000,-47.38250000
14.89761565,67.25209000,71.08144000
14.99759965,51.42716000,63.19205000
15.09758364,43.50701000,27.63595000
15.19756764,47.47478000,27.63595000
15.29755164,0.00000000,75.03383000
15.39753564,15.82493000,71.08144000
15.49751963,7.90477300,31.58834000
15.59750363,-63.29971000,138.22590000
15.69748763,-79.12463000,51.33489000
15.79747163,-55.37955000,47.38250000
15.89745563,15.82493000,35.54072000
15.99743962,3.95238700,31.58834000
16.09742362,19.77731000,19.74655000
16.19740762,0.00000000,-15.79417000
