Tempo,Canale A,Canale B
(ms),(mV),(mV)

0.00000000,94.94955000,47.38250000
0.09998400,23.72970000,47.38250000
0.19996800,-19.77731000,27.63595000
0.29995199,-35.60224000,-11.84178000
0.39993599,7.90477300,-7.88939400
0.49991999,47.47478000,59.23966000
0.59990399,63.29971000,-7.88939400
0.69988798,102.85430000,-27.63595000
0.79987198,31.64985000,-86.89099000
0.89985598,27.68209000,35.54072000
0.99983998,31.64985000,31.58834000
1.09982397,-15.82493000,23.68356000
1.19980797,11.85716000,-19.74655000
1.29979197,0.00000000,-3.93700800
1.39977597,-39.55462000,51.33489000
1.49975996,59.33194000,-55.28728000
1.59974396,7.90477300,-71.08144000
1.69972796,51.42716000,55.28728000
1.79971196,-7.90477300,23.68356000
1.89969596,-15.82493000,-7.88939400
1.99967995,-7.90477300,71.08144000
2.09966395,43.50701000,-11.84178000
2.19964795,94.94955000,-15.79417000
2.29963195,15.82493000,3.93700800
2.39961594,7.90477300,-31.58834000
2.49959994,19.77731000,-78.98621000
2.59958394,55.37955000,-110.57460000
2.69956794,-15.82493000,-55.28728000
2.79955193,-47.47478000,-71.08144000
2.89953593,0.00000000,-67.12906000
2.99951993,59.33194000,-35.54072000
3.09950393,27.68209000,-7.88939400
3.19948792,47.47478000,-126.38410000
3.29947192,35.60224000,-118.47930000
3.39945592,3.95238700,-71.08144000
3.49943992,7.90477300,-67.12906000
3.59942392,-3.95238700,-47.38250000
3.69940791,27.68209000,-19.74655000
3.79939191,59.33194000,-39.49311000
3.89937591,-11.85716000,-35.54072000
3.99935991,71.20448000,-23.68356000
4.09934390,3.95238700,-15.79417000
4.19932790,-31.64985000,27.63595000
4.29931190,55.37955000,-7.88939400
4.39929590,11.85716000,39.49311000
4.49927989,-15.82493000,63.19205000
4.59926389,-51.42716000,98.73277000
4.69924789,39.55462000,114.52690000
4.79923189,39.55462000,35.54072000
4.89921588,-15.82493000,47.38250000
4.99919988,-35.60224000,-15.79417000
5.09918388,-90.99716000,31.58834000
5.19916788,-31.64985000,43.44550000
5.29915188,-63.29971000,154.02010000
5.39913587,-118.67920000,181.67140000
5.49911987,-75.17224000,67.12906000
5.59910387,-19.77731000,47.38250000
5.69908787,-31.64985000,51.33489000
5.79907186,-51.42716000,86.89099000
5.89905586,-75.17224000,11.84178000
5.99903986,-102.85430000,75.03383000
6.09902386,-87.02940000,59.23966000
6.19900785,11.85716000,126.38410000
6.29899185,-35.60224000,78.98621000
6.39897585,-67.25209000,11.84178000
6.49895985,-15.82493000,-15.79417000
6.59894384,-102.85430000,7.88939400
6.69892784,-35.60224000,-11.84178000
6.79891184,-43.50701000,11.84178000
6.89889584,-11.85716000,-23.68356000
6.99887984,-15.82493000,-47.38250000
7.09886383,-43.50701000,-55.28728000
7.19884783,-90.99716000,-27.63595000
7.29883183,-59.33194000,15.79417000
7.39881583,0.00000000,-15.79417000
7.49879982,51.42716000,-15.79417000
7.59878382,35.60224000,-90.82800000
7.69876782,98.90194000,-43.44550000
7.79875182,43.50701000,-114.52690000
7.89873581,43.50701000,-19.74655000
7.99871981,-15.82493000,-27.63595000
8.09870381,79.12463000,-47.38250000
8.19868781,94.94955000,-43.44550000
8.29867180,114.72690000,-67.12906000
8.39865580,162.20160000,-75.03383000
8.49863980,130.55180000,-43.44550000
8.59862380,130.55180000,-31.58834000
8.69860779,87.02940000,39.49311000
8.79859179,130.55180000,0.00000000
8.89857579,79.12463000,-15.79417000
8.99855979,67.25209000,-27.63595000
9.09854379,158.24930000,-51.33489000
9.19852778,39.55462000,-47.38250000
9.29851178,67.25209000,-3.93700800
9.39849578,43.50701000,7.88939400
9.49847978,23.72970000,7.88939400
9.59846377,134.51950000,63.19205000
9.69844777,27.68209000,63.19205000
9.79843177,55.37955000,86.89099000
9.89841577,43.50701000,-15.79417000
9.99839976,-35.60224000,23.68356000
10.09838376,-59.33194000,71.08144000
10.19836776,31.64985000,94.78038000
10.29835176,27.68209000,98.73277000
10.39833575,-39.55462000,31.58834000
10.49831975,-106.82210000,106.63750000
10.59830375,-90.99716000,75.03383000
10.69828775,-7.90477300,78.98621000
10.79827175,19.77731000,78.98621000
10.89825574,-130.55180000,169.82960000
10.99823974,-51.42716000,90.82800000
11.09822374,-134.51950000,122.43170000
11.19820774,-75.17224000,106.63750000
11.29819173,-114.72690000,19.74655000
11.39817573,-90.99716000,122.43170000
11.49815973,-31.64985000,134.27350000
11.59814373,-146.37670000,106.63750000
11.69812772,-130.55180000,7.88939400
11.79811172,-126.59940000,11.84178000
11.89809572,-94.94955000,43.44550000
11.99807972,-94.94955000,43.44550000
12.09806371,-174.07420000,35.54072000
12.19804771,-110.77450000,-3.93700800
12.29803171,-138.47190000,-11.84178000
12.39801571,-130.55180000,11.84178000
12.49799971,-87.02940000,-122.43170000
12.59798370,-87.02940000,-31.58834000
12.69796770,-102.85430000,0.00000000
12.79795170,-31.64985000,-75.03383000
12.89793570,-51.42716000,-55.28728000
12.99791969,-7.90477300,-106.63750000
13.09790369,-7.90477300,-94.78038000
13.19788769,-15.82493000,-47.38250000
13.29787169,-7.90477300,-75.03383000
13.39785568,15.82493000,-78.98621000
13.49783968,11.85716000,-71.08144000
13.59782368,-7.90477300,-51.33489000
13.69780768,43.50701000,-55.28728000
13.79779167,39.55462000,-78.98621000
13.89777567,-7.90477300,-122.43170000
13.99775967,79.12463000,-118.47930000
14.09774367,87.02940000,-19.74655000
14.19772767,51.42716000,7.88939400
14.29771166,79.12463000,-51.33489000
14.39769566,59.33194000,35.54072000
14.49767966,63.29971000,-165.87720000
14.59766366,59.33194000,-173.78200000
14.69764765,27.68209000,-106.63750000
14.79763165,19.77731000,-59.23966000
14.89761565,-27.68209000,-86.89099000
14.99759965,67.25209000,-161.92480000
15.09758364,71.20448000,-114.52690000
15.19756764,67.25209000,0.00000000
15.29755164,63.29971000,7.88939400
15.39753564,55.37955000,39.49311000
15.49751963,71.20448000,0.00000000
15.59750363,63.29971000,-67.12906000
15.69748763,47.47478000,7.88939400
15.79747163,51.42716000,3.93700800
15.89745563,-39.55462000,11.84178000
15.99743962,55.37955000,-11.84178000
