Tempo,Canale A,Canale B
(ms),(mV),(mV)

0.00000000,-15.82493000,7.88939400
0.09998400,-43.50701000,-7.88939400
0.19996800,-59.33194000,-102.68520000
0.29995199,-90.99716000,11.84178000
0.39993599,-35.60224000,15.79417000
0.49991999,-47.47478000,-35.54072000
0.59990399,15.82493000,-23.68356000
0.69988798,-23.72970000,-35.54072000
0.79987198,-15.82493000,-43.44550000
0.89985598,35.60224000,-3.93700800
0.99983998,51.42716000,-86.89099000
1.09982397,31.64985000,-71.08144000
1.19980797,31.64985000,-63.19205000
1.29979197,23.72970000,-3.93700800
1.39977597,47.47478000,-86.89099000
1.49975996,98.90194000,-94.78038000
1.59974396,110.77450000,-55.28728000
1.69972796,94.94955000,-142.17830000
1.79971196,67.25209000,-82.93860000
1.89969596,7.90477300,-75.03383000
1.99967995,79.12463000,-7.88939400
2.09966395,67.25209000,-71.08144000
2.19964795,90.99716000,-39.49311000
2.29963195,178.02660000,-126.38410000
2.39961594,197.81920000,-35.54072000
2.49959994,87.02940000,15.79417000
2.59958394,39.55462000,-27.63595000
2.69956794,75.17224000,19.74655000
2.79955193,83.07702000,7.88939400
2.89953593,43.50701000,55.28728000
2.99951993,27.68209000,-86.89099000
3.09950393,35.60224000,23.68356000
3.19948792,-23.72970000,7.88939400
3.29947192,-39.55462000,82.93860000
3.39945592,-15.82493000,75.03383000
3.49943992,47.47478000,-39.49311000
3.59942392,-55.37955000,3.93700800
3.69940791,-59.33194000,67.12906000
3.79939191,19.77731000,31.58834000
3.89937591,23.72970000,67.12906000
3.99935991,-43.50701000,35.54072000
4.09934390,-110.77450000,102.68520000
4.19932790,-51.42716000,31.58834000
4.29931190,35.60224000,82.93860000
4.39929590,-43.50701000,106.63750000
4.49927989,-63.29971000,55.28728000
4.59926389,-94.94955000,55.28728000
4.69924789,-67.25209000,98.73277000
4.79923189,-110.77450000,90.82800000
4.89921588,-106.82210000,197.48090000
4.99919988,-138.47190000,134.27350000
5.09918388,-150.34450000,35.54072000
5.19916788,-130.55180000,126.38410000
5.29915188,-122.64700000,-71.08144000
5.39913587,-126.59940000,3.93700800
5.49911987,-98.90194000,-15.79417000
5.59910387,-142.42430000,-15.79417000
5.69908787,-106.82210000,67.12906000
5.79907186,-71.20448000,-55.28728000
5.89905586,-71.20448000,43.44550000
5.99903986,-59.33194000,-11.84178000
6.09902386,-15.82493000,-31.58834000
6.19900785,-35.60224000,-3.93700800
6.29899185,-63.29971000,-27.63595000
6.39897585,0.00000000,-15.79417000
6.49895985,-7.90477300,31.58834000
6.59894384,-83.07702000,-35.54072000
6.69892784,19.77731000,-154.02010000
6.79891184,15.82493000,-94.78038000
6.89889584,59.33194000,-71.08144000
6.99887984,59.33194000,-90.82800000
7.09886383,-11.85716000,-94.78038000
7.19884783,-27.68209000,-118.47930000
7.29883183,15.82493000,-157.97240000
7.39881583,35.60224000,-157.97240000
7.49879982,31.64985000,-78.98621000
7.59878382,110.77450000,-27.63595000
7.69876782,-23.72970000,-31.58834000
7.79875182,-35.60224000,-47.38250000
7.89873581,79.12463000,-94.78038000
7.99871981,75.17224000,-7.88939400
8.09870381,51.42716000,-75.03383000
8.19868781,7.90477300,0.00000000
8.29867180,67.25209000,-51.33489000
8.39865580,59.33194000,-51.33489000
8.49863980,15.82493000,-15.79417000
8.59862380,7.90477300,3.93700800
8.69860779,0.00000000,7.88939400
8.79859179,15.82493000,-35.54072000
8.89857579,79.12463000,-82.93860000
8.99855979,35.60224000,39.49311000
9.09854379,63.29971000,47.38250000
9.19852778,15.82493000,39.49311000
9.29851178,11.85716000,7.88939400
9.39849578,3.95238700,11.84178000
9.49847978,43.50701000,90.82800000
9.59846377,55.37955000,102.68520000
9.69844777,31.64985000,19.74655000
9.79843177,-19.77731000,114.52690000
9.89841577,-19.77731000,126.38410000
9.99839976,-43.50701000,71.08144000
10.09838376,-23.72970000,71.08144000
10.19836776,0.00000000,51.33489000
10.29835176,-79.12463000,86.89099000
10.39833575,11.85716000,0.00000000
10.49831975,-55.37955000,15.79417000
10.59830375,15.82493000,43.44550000
10.69828775,0.00000000,55.28728000
10.79827175,-3.95238700,75.03383000
10.89825574,-55.37955000,19.74655000
10.99823974,-19.77731000,39.49311000
11.09822374,-23.72970000,55.28728000
11.19820774,3.95238700,63.19205000
11.29819173,-3.95238700,47.38250000
11.39817573,79.12463000,-55.28728000
11.49815973,-59.33194000,-23.68356000
11.59814373,0.00000000,15.79417000
11.69812772,11.85716000,11.84178000
11.79811172,-47.47478000,19.74655000
11.89809572,-106.82210000,-7.88939400
11.99807972,-90.99716000,-3.93700800
12.09806371,-23.72970000,-82.93860000
12.19804771,-35.60224000,3.93700800
12.29803171,-23.72970000,43.44550000
12.39801571,-31.64985000,-15.79417000
12.49799971,15.82493000,-7.88939400
12.59798370,-47.47478000,-19.74655000
12.69796770,15.82493000,-19.74655000
12.79795170,15.82493000,-67.12906000
12.89793570,27.68209000,55.28728000
12.99791969,3.95238700,-11.84178000
13.09790369,0.00000000,-35.54072000
13.19788769,-47.47478000,47.38250000
13.29787169,-3.95238700,15.79417000
13.39785568,-15.82493000,94.78038000
13.49783968,-31.64985000,82.93860000
13.59782368,-75.17224000,71.08144000
13.69780768,-55.37955000,59.23966000
13.79779167,15.82493000,67.12906000
13.89777567,23.72970000,11.84178000
13.99775967,-39.55462000,-7.88939400
14.09774367,-47.47478000,-3.93700800
14.19772767,31.64985000,15.79417000
14.29771166,11.85716000,-15.79417000
14.39769566,23.72970000,-35.54072000
14.49767966,-27.68209000,-23.68356000
14.59766366,23.72970000,71.08144000
14.69764765,83.07702000,43.44550000
14.79763165,27.68209000,-59.23966000
14.89761565,-47.47478000,-11.84178000
14.99759965,-7.90477300,27.63595000
15.09758364,-55.37955000,47.38250000
15.19756764,3.95238700,-39.49311000
15.29755164,-27.68209000,-86.89099000
15.39753564,35.60224000,-75.03383000
15.49751963,-63.29971000,-98.73277000
15.59750363,-31.64985000,-142.17830000
15.69748763,-15.82493000,-110.57460000
15.79747163,63.29971000,-19.74655000
15.89745563,51.42716000,-67.12906000
15.99743962,-19.77731000,-51.33489000
