Tempo,Canale A,Canale B
(ms),(mV),(mV)

0.00000000,-67.25209000,98.73277000
0.09998400,-122.64700000,122.43170000
0.19996800,-94.94955000,23.68356000
0.29995199,-94.94955000,15.79417000
0.39993599,-110.77450000,59.23966000
0.49991999,-27.68209000,0.00000000
0.59990399,-59.33194000,114.52690000
0.69988798,-94.94955000,7.88939400
0.79987198,-63.29971000,-35.54072000
0.89985598,-23.72970000,-23.68356000
0.99983998,39.55462000,27.63595000
1.09982397,-59.33194000,3.93700800
1.19980797,-55.37955000,-35.54072000
1.29979197,-83.07702000,-23.68356000
1.39977597,-23.72970000,-59.23966000
1.49975996,11.85716000,47.38250000
1.59974396,31.64985000,-86.89099000
1.69972796,11.85716000,-94.78038000
1.79971196,11.85716000,-102.68520000
1.89969596,118.67920000,-86.89099000
1.99967995,35.60224000,-75.03383000
2.09966395,27.68209000,-51.33489000
2.19964795,39.55462000,-102.68520000
2.29963195,114.72690000,-189.57610000
2.39961594,90.99716000,-130.33650000
2.49959994,138.47190000,-71.08144000
2.59958394,146.37670000,-110.57460000
2.69956794,146.37670000,-169.82960000
2.79955193,98.90194000,-118.47930000
2.89953593,90.99716000,-15.79417000
2.99951993,178.02660000,-98.73277000
3.09950393,134.51950000,-146.13070000
3.19948792,130.55180000,-213.27510000
3.29947192,130.55180000,-114.52690000
3.39945592,154.29690000,-39.49311000
3.49943992,79.12463000,-3.93700800
3.59942392,193.86690000,-67.12906000
3.69940791,170.12180000,-82.93860000
3.79939191,162.20160000,-106.63750000
3.89937591,75.17224000,23.68356000
3.99935991,118.67920000,-19.74655000
4.09934390,130.55180000,-43.44550000
4.19932790,90.99716000,3.93700800
4.29931190,51.42716000,15.79417000
4.39929590,15.82493000,-3.93700800
4.49927989,23.72970000,114.52690000
4.59926389,3.95238700,122.43170000
4.69924789,27.68209000,67.12906000
4.79923189,83.07702000,43.44550000
4.89921588,27.68209000,118.47930000
4.99919988,3.95238700,138.22590000
5.09918388,-7.90477300,138.22590000
5.19916788,-83.07702000,197.48090000
5.29915188,-94.94955000,126.38410000
5.39913587,15.82493000,114.52690000
5.49911987,3.95238700,138.22590000
5.59910387,-83.07702000,110.57460000
5.69908787,-178.02660000,63.19205000
5.79907186,-110.77450000,67.12906000
5.89905586,-122.64700000,134.27350000
5.99903986,-63.29971000,130.33650000
6.09902386,-162.20160000,146.13070000
6.19900785,-138.47190000,157.97240000
6.29899185,-71.20448000,82.93860000
6.39897585,-75.17224000,114.52690000
6.49895985,-79.12463000,122.43170000
6.59894384,-122.64700000,51.33489000
6.69892784,-118.67920000,98.73277000
6.79891184,-106.82210000,23.68356000
6.89889584,-158.24930000,35.54072000
6.99887984,-31.64985000,35.54072000
7.09886383,-55.37955000,-3.93700800
7.19884783,-19.77731000,-43.44550000
7.29883183,-27.68209000,55.28728000
7.39881583,-79.12463000,7.88939400
7.49879982,-87.02940000,3.93700800
7.59878382,-146.37670000,67.12906000
7.69876782,-55.37955000,-67.12906000
7.79875182,-27.68209000,-3.93700800
7.89873581,51.42716000,-51.33489000
7.99871981,11.85716000,-39.49311000
8.09870381,27.68209000,-3.93700800
8.19868781,27.68209000,-82.93860000
8.29867180,15.82493000,31.58834000
8.39865580,55.37955000,-51.33489000
8.49863980,-15.82493000,-67.12906000
8.59862380,27.68209000,-23.68356000
8.69860779,-43.50701000,35.54072000
8.79859179,102.85430000,-55.28728000
8.89857579,55.37955000,-94.78038000
8.99855979,51.42716000,-138.22590000
9.09854379,43.50701000,-75.03383000
9.19852778,79.12463000,-114.52690000
9.29851178,114.72690000,-35.54072000
9.39849578,67.25209000,-43.44550000
9.49847978,79.12463000,-43.44550000
9.59846377,110.77450000,-63.19205000
9.69844777,150.34450000,-19.74655000
9.79843177,126.59940000,-19.74655000
9.89841577,146.37670000,-15.79417000
9.99839976,51.42716000,-11.84178000
10.09838376,27.68209000,-47.38250000
10.19836776,90.99716000,-39.49311000
10.29835176,83.07702000,3.93700800
10.39833575,75.17224000,-7.88939400
10.49831975,39.55462000,15.79417000
10.59830375,55.37955000,-55.28728000
10.69828775,15.82493000,55.28728000
10.79827175,39.55462000,51.33489000
10.89825574,79.12463000,-35.54072000
10.99823974,7.90477300,3.93700800
11.09822374,39.55462000,27.63595000
11.19820774,43.50701000,90.82800000
11.29819173,27.68209000,67.12906000
11.39817573,-98.90194000,7.88939400
11.49815973,-87.02940000,55.28728000
11.59814373,-39.55462000,11.84178000
11.69812772,-94.94955000,82.93860000
11.79811172,-39.55462000,3.93700800
11.89809572,-134.51950000,-75.03383000
11.99807972,-94.94955000,-19.74655000
12.09806371,-51.42716000,7.88939400
12.19804771,-11.85716000,59.23966000
12.29803171,-39.55462000,11.84178000
12.39801571,-130.55180000,43.44550000
12.49799971,-83.07702000,19.74655000
12.59798370,-63.29971000,-67.12906000
12.69796770,-51.42716000,59.23966000
12.79795170,-63.29971000,-90.82800000
12.89793570,-102.85430000,27.63595000
12.99791969,-98.90194000,39.49311000
13.09790369,-106.82210000,51.33489000
13.19788769,-59.33194000,-11.84178000
13.29787169,-59.33194000,-51.33489000
13.39785568,-79.12463000,-7.88939400
13.49783968,-3.95238700,-23.68356000
13.59782368,11.85716000,-106.63750000
13.69780768,-35.60224000,-86.89099000
13.79779167,-63.29971000,-63.19205000
13.89777567,35.60224000,-71.08144000
13.99775967,31.64985000,19.74655000
14.09774367,-39.55462000,27.63595000
14.19772767,-27.68209000,-35.54072000
14.29771166,-59.33194000,-78.98621000
14.39769566,-31.64985000,-19.74655000
14.49767966,3.95238700,-3.93700800
14.59766366,83.07702000,-19.74655000
14.69764765,3.95238700,-122.43170000
14.79763165,19.77731000,-102.68520000
14.89761565,134.51950000,-126.38410000
14.99759965,67.25209000,-78.98621000
15.09758364,51.42716000,-75.03383000
15.19756764,114.72690000,-82.93860000
15.29755164,55.37955000,-63.19205000
15.39753564,75.17224000,-86.89099000
15.49751963,122.64700000,-67.12906000
15.59750363,87.02940000,-75.03383000
15.69748763,79.12463000,-90.82800000
15.79747163,71.20448000,-122.43170000
15.89745563,138.47190000,-138.22590000
15.99743962,83.07702000,-39.49311000
